"probe_id","gene_symbol"
"8052399","BCL11A"
"8052418","PUS10"
"8052438","C2orf74-DT"
"8052443","USP34"
"8052524","SNORA70B"
"8052526","XPO1"
"8052554","FAM161A"
"8052562","CCT4"
"8052585","TMEM17"
"8052594","DBIL5P2"
"8052598","WDPCP"
"8052626","VPS54"
"8052654","PELI1"
"8052669","SERTAD2"
"8052680","RAB1A"
"8052689","SPRED2"
"8052698","C1D"
"8052703","DNAAF10"
"8052721","PPP3R1"
"8052735","CNRIP1"
"8052742","FBXO48"
"8052747","BMP10"
"8052753","GKN2"
"8052762","GFPT1"
"8052784","NFU1"
"8052798","AAK1"
"8052803","AAK1"
"8052826","SNORA36C"
"8052828","ASPRV1"
"8052834","C2orf42"
"8052845","TIA1"
"8052861","SNRPG"
"8052866","FAM136A"
"8052872","TGFA"
"8052882","ADD2"
"8052902","FIGLA"
"8052908","CLEC4F"
"8052916","CD207"
"8052925","TEX261"
"8052934","MCEE"
"8052940","PAIP2B"
"8052947","CYP26B1"
"8052956","EXOC6B"
"8052979","SFXN5"
"8052994","RAB11FIP5"
"8053004","PRADC1"
"8053009","FBXO41"
"8053022","EGR4"
"8053025","NAT8"
"8053030","NAT8B"
"8053036","TPRKB"
"8053046","DUSP11"
"8053059","BOLA3"
"8053064","MOB1A"
"8053073","SLC4A5"
"8053107","DCTN1"
"8053139","C2orf81"
"8053142","RTKN"
"8053158","MOGS"
"8053165","MRPL53"
"8053171","CCDC142"
"8053183","LBX2"
"8053187","PCGF1"
"8053200","DQX1"
"8053214","AUP1"
"8053231","LOXL3"
"8053248","M1AP"
"8053266","TACR1"
"8053278","EVA1A"
"8053288","GCFC2"
"8053315","LRRTM4"
"8053330","REG1B"
"8053337","REG1CP"
"8053341","REG3A"
"8053349","LRRTM1"
"8053366","SUCLG1"
"8053379","TRABD2A"
"8053388","TGOLN2"
"8053406","RETSAT"
"8053417","CAPG"
"8053429","GGCX"
"8053449","TMEM150A"
"8053458","C2orf68"
"8053467","SFTPB"
"8053484","ST3GAL5"
"8053496","POLR1A"
"8053533","IMMT"
"8053551","REEP1"
"8053562","CHMP3"
"8053576","RNF103"
"8053584","CD8A"
"8053594","CD8B"
"8053599","WBP1"
"8053602","PLGLB2"
"8053610","ANAPC1P2"
"8053622","RGPD1"
"8053648","KRCC1"
"8053654","FABP1"
"8053668","EIF2AK3"
"8053690","IGKC"
"8053713","IGKC"
"8053720","LOC105374857"
"8053722","LSP1P4"
"8053725","DRD5P2"
"8053728","DRD5P2"
"8053733","KMT5A"
"8053735","IGKC"
"8053737","ANKRD20A8P"
"8053741","ANKRD20A8P"
"8053744","ANKRD20A8P"
"8053751","ANKRD20A9P"
"8053753","LOC442028"
"8053763","MRPS5"
"8053775","ZNF514"
"8053785","UBTFL1"
"8053787","TRIM43"
"8053797","ANKRD36C"
"8053801","ANKRD36"
"8053834","ANKRD36C"
"8053842","GPAT2"
"8053869","ADRA2B"
"8053872","ASTL"
"8053882","DUSP2"
"8053890","STARD7"
"8053901","TMEM127"
"8053909","SNRNP200"
"8053944","NEURL3"
"8053949","KANSL3"
"8053975","LMAN2L"
"8053984","ANKRD23"
"8053998","ANKRD39"
"8054004","SEMA4C"
"8054020","FAM178B"
"8054041","TRIM43"
"8054045","FAHD2B"
"8054054","ANKRD36"
"8054064","ANKRD36B"
"8054075","UBTFL1"
"8054077","ACTR1B"
"8054092","TMEM131"
"8054131","COA5"
"8054135","MGAT4A"
"8054154","CRACDL"
"8054166","TSGA10"
"8054192","MITD1"
"8054200","LYG2"
"8054209","LYG1"
"8054217","TXNDC9"
"8054227","REV1"
"8054254","AFF3"
"8054281","LONRF2"
"8054297","CHST10"
"8054308","TBC1D8"
"8054329","RNF149"
"8054338","CREG2"
"8054344","RFX8"
"8054356","SLC67A2"
"8054364","TGFBRAP1"
"8054377","FHL2"
"8054395","UXS1"
"8054414","RGPD1"
"8054437","ANAPC1P1"
"8054439","ST6GAL2"
"8054449","GCC2-AS1"
"8054451","EDAR"
"8054467","SEPTIN10"
"8054479","MALL"
"8054486","NPHP1"
"8054511","MTLN"
"8054513","LINC01106"
"8054517","LINC01123"
"8054519","LIMS4"
"8054532","RGPD1"
"8054557","RGPD1"
"8054580","BUB1"
"8054607","ACOXL-AS1"
"8054611","CYTOR"
"8054614","ANAPC1"
"8054664","ZC3H8"
"8054676","RGPD1"
"8054702","CKAP2L"
"8054712","IL1A"
"8054722","IL1B"
"8054731","IL36B"
"8054740","PAX8"
"8054758","DDX11L2"
"8054762","RPL23A"
"8054766","ACR"
"8054769","SLC35F5"
"8054771","SLC35F5"
"8054804","CCDC93"
"8054831","EN1"
"8054834","C1QL2"
"8054837","C2orf76"
"8054846","SCTR"
"8054862","TMEM185B"
"8054866","LINC01101"
"8054872","TFCP2L1"
"8054888","CLASP1"
"8054930","NIFK"
"8054945","BIN1"
"8054967","CYP27C1"
"8054978","ERCC3"
"8054995","ERCC3"
"8054997","MAP3K2"
"8055021","IWS1"
"8055038","LIMS2"
"8055060","WDR33"
"8055089","POLR2D"
"8055096","AMMECR1L"
"8055104","SAP130"
"8055130","HS6ST1"
"8055139","LINC01854"
"8055143","FAR2P1"
"8055151","POTEF"
"8055153","POTEG"
"8055173","CCDC74A"
"8055183","SMPD4"
"8055194","TUBA3E"
"8055208","VMA22"
"8055214","CYP4F30P"
"8055220","POTEJ"
"8055222","POTEG"
"8055236","PRSS40A"
"8055239","CFC1B"
"8055249","FAM168B"
"8055261","RAB6C"
"8055281","NOC2LP2"
"8055284","MZT2A"
"8055287","MZT2A"
"8055291","CDRT15P3"
"8055297","ANKRD30BL"
"8055314","LYPD1"
"8055323","NCKAP5"
"8055350","TMEM163"
"8055361","MAP3K19"
"8055377","ZRANB3"
"8055404","LOC107985946"
"8055406","LCT"
"8055426","MCM6"
"8055445","DARS1"
"8055465","CXCR4"
"8055476","YWHAE"
"8055478","NXPH2"
"8055496","LRP1B"
"8055606","QTMAN"
"8055624","ZEB2"
"8055645","ORC4"
"8055672","MMADHC"
"8055682","LINC01931"
"8055688","RND3"
"8055697","RBM43"
"8055702","NMI"
"8055711","NEB"
"8055862","ARL5A"
"8055872","CACNB4"
"8055890","STAM2"
"8055913","PRPF40A"
"8055941","RPRM"
"8055952","NR4A2"
"8055969","ERMN"
"8055978","FAM133DP"
"8055980","CYTIP"
"8055992","ACVR1C"
"8056005","ACVR1"
"8056022","CCDC148"
"8056047","WDSUB1"
"8056060","BAZ2B"
"8056102","LY75-CD302"
"8056113","LY75-CD302"
"8056151","PLA2R1"
"8056184","ITGB6"
"8056201","RBMS1"
"8056206","RBMS1"
"8056220","AHCTF1"
"8056222","DPP4"
"8056250","GCG"
"8056257","FAP"
"8056285","IFIH1"
"8056303","KCNH7"
"8056323","FIGN"
"8056327","GRB14"
"8056343","COBLL1"
"8056359","SNORA70F"
"8056363","SLC38A11"
"8056376","SCN3A"
"8056408","GALNT3"
"8056426","TTC21B"
"8056457","SCN1A"
"8056491","SCN9A"
"8056518","SCN7A"
"8056545","STK39"
"8056572","SPC25"
"8056583","ABCB11"
"8056611","LRP2"
"8056693","FASTKD1"
"8056710","CFAP210"
"8056716","METTL5"
"8056730","LINC01124"
"8056734","TLK1"
"8056753","METTL8"
"8056766","SLC25A12"
"8056784","DLX2"
"8056798","SP3"
"8056812","OLA1"
"8056825","LOC102724194"
"8056829","CIRSR"
"8056837","GPR155"
"8056860","WIPF1"
"8056877","CHRNA1"
"8056890","CHN1"
"8056909","ATF2"
"8056930","ATP5MC3"
"8056943","LNPK"
"8056959","EVX2"
"8056963","LOC100129455"
"8056968","LINC01116"
"8056977","NFE2L2"
"8056983","LOC100130691"
"8056995","IFT70B"
"8056999","IFT70A"
"8057004","PDE11A"
"8057034","PRKRA"
"8057045","FKBP7"
"8057056","TTN"
"8057377","CCDC141"
"8057394","SESTD1"
"8057418","ZNF385B"
"8057441","CWC22"
"8057463","CERKL"
"8057480","NEUROD1"
"8057486","PDE1A"
"8057506","FRZB"
"8057517","NCKAP1"
"8057554","CACYBP"
"8057563","ZSWIM2"
"8057578","CALCRL"
"8057599","TFPI"
"8057615","DIRC1"
"8057620","COL5A2"
"8057677","SLC40A1"
"8057689","OSGEPL1"
"8057700","ORMDL1"
"8057713","MSTN"
"8057719","HIBCH"
"8057732","NEMP2"
"8057736","NEMP2"
"8057744","STAT1"
"8057771","STAT4"
"8057797","CAVIN2"
"8057803","TMEFF2"
"8057821","DNAH7"
"8057887","STK17B"
"8057898","HECW2"
"8057933","GTF3C3"
"8057954","C2orf66"
"8057959","PGAP1"
"8057990","ANKRD44"
"8058024","SF3B1"
"8058052","HSPD1"
"8058063","RFTN2"
"8058075","BOLL"
"8058091","SATB2"
"8058108","TYW5"
"8058118","KCTD18"
"8058127","CLK1"
"8058147","PPIL3"
"8058161","ORC2"
"8058182","HYCC2"
"8058203","FLACC1"
"8058221","TRAK2"
"8058238","CATSPERT"
"8058258","TMEM237"
"8058273","MPP4"
"8058295","ALS2"
"8058335","SUMO1"
"8058350","ICA1L"
"8058373","WDR12"
"8058390","RAPH1"
"8058415","INO80D"
"8058428","NDUFS1"
"8058450","CMKLR2"
"8058462","MDH1B"
"8058477","KLF7"
"8058486","METTL21A"
"8058498","FZD5"
"8058509","PLEKHM3"
"8058512","PLEKHM3"
"8058520","CRYGD"
"8058524","CRYGC"
"8058530","CRYGB"
"8058535","CRYGA"
"8058542","C2orf80"
"8058552","IDH1"
"8058570","KANSL1L"
"8058591","ACADL"
"8058604","MYL1"
"8058614","LANCL1"
"8058627","ERBB4"
"8058670","IKZF2"
"8058695","BARD1"
"8058708","ABCA12"
"8058765","FN1"
"8058824","MREG"
"8058837","PECR"
"8058849","MARCHF4"
"8058857","IGFBP5"
"8058866","TNP1"
"8058869","TNS1"
"8058905","CXCR1"
"8058914","AAMP"
"8058927","TMBIM1"
"8058940","USP37"
"8058973","ZNF142"
"8058985","RNF25"
"8058997","PRKAG3"
"8059014","FEV"
"8059019","CRYBA2"
"8059026","MIR375"
"8059028","CFAP65"
"8059067","IHH"
"8059071","NHEJ1"
"8059081","SLC23A3"
"8059097","CNPPD1"
"8059111","ABCB6"
"8059139","ATG9A"
"8059158","GLB1L"
"8059177","TUBA4A"
"8059186","PTPRN"
"8059211","MIR153-1"
"8059213","RESP18"
"8059222","DNPEP"
"8059244","CHPF"
"8059249","OBSL1"
"8059279","EPHA4"
"8059301","PAX3"
"8059319","FARSB"
"8059345","SCG2"
"8059350","AP1S3"
"8059361","WDFY1"
"8059376","SERPINE2"
"8059387","FAM124B"
"8059393","CUL3"
"8059413","DOCK10"
"8059470","IRS1"
"8059475","COL4A4"
"8059477","COL4A4"
"8059525","TM4SF20"
"8059532","SLC19A4P"
"8059538","SLC19A3"
"8059551","SPHKAP"
"8059565","PID1"
"8059580","DNER"
"8059596","TRIP12"
"8059642","SLC16A14"
"8059650","SP110"
"8059674","GPR55"
"8059680","HTR2B"
"8059689","NCL"
"8059708","SNORA75"
"8059710","SNORD20"
"8059712","SNORD82"
"8059716","LINC00471"
"8059720","NMUR1"
"8059731","PDE6D"
"8059739","NPPC"
"8059744","ECEL1P2"
"8059748","ECEL1"
"8059770","TIGD1"
"8059776","KCNJ13"
"8059783","NGEF"
"8059801","USP40"
"8059832","DNAJB3"
"8059838","HJURP"
"8059852","MSL3B"
"8059854","ARL4C"
"8059864","GBX2"
"8059868","ASB18"
"8059878","DRC11"
"8059902","LOC93463"
"8059905","COL6A3"
"8059955","RAB17"
"8059965","KLHL30-AS1"
"8059969","ILKAP"
"8059985","LINC02610"
"8059989","HES6"
"8059996","PER2"
"8060020","LINC01940"
"8060030","HDAC4"
"8060063","NDUFA10"
"8060080","OR6B2"
"8060082","PRR21"
"8060084","OR6B3"
"8060086","COPS9"
"8060094","OTOS"
"8060101","GPC1-AS1"
"8060103","ANKMY1"
"8060126","AQP12A"
"8060134","KIF1A"
"8060187","MAB21L4"
"8060196","MTERF4"
"8060205","PASK"
"8060225","HDLBP"
"8060257","STK25"
"8060274","THAP4"
"8060286","DTYMK"
"8060294","PDCD1"
"8060303","DEFB125"
"8060308","DEFB126"
"8060314","DEFB127"
"8060320","DEFB129"
"8060325","DEFB132"
"8060330","ZCCHC3"
"8060334","SOX12"
"8060339","NRSN2"
"8060344","TRIB3"
"8060353","RBCK1"
"8060370","FAM110A"
"8060379","PSMF1"
"8060395","RAD21L1"
"8060400","RAD21L1"
"8060418","SIRPA"
"8060427","STK35"
"8060432","TGM3"
"8060447","TGM6"
"8060461","TMC2"
"8060484","NOP56"
"8060501","SNORA51"
"8060503","SNORD57"
"8060505","EBF4"
"8060528","C20orf141"
"8060533","TMEM239"
"8060539","PTPRA"
"8060594","GNRH2"
"8060599","MRPS26"
"8060604","OXT"
"8060611","ITPA"
"8060627","ATRN"
"8060660","HSPA12B"
"8060675","CDC25B"
"8060698","AP5S1"
"8060705","MAVS"
"8060722","PANK2"
"8060734","MIR103A2"
"8060745","SMOX"
"8060758","PRNP"
"8060765","PRND"
"8060772","CDS2"
"8060792","LOC643406"
"8060796","SHLD1"
"8060805","CHGB"
"8060813","MCM8"
"8060839","CRLS1"
"8060850","BMP2"
"8060854","PLCB1"
"8060895","RNU105B"
"8060897","PLCB4"
"8060940","LAMP5"
"8060949","ANKEF1"
"8060963","SNAP25"
"8060977","SLX4IP"
"8060988","BTBD3"
"8060997","SPTLC3"
"8061013","ISM1"
"8061019","NDUFAF5"
"8061035","MACROD2"
"8061068","MACROD2-IT1"
"8061075","SNRPB2"
"8061082","OTOR"
"8061094","PCSK2"
"8061114","DSTN"
"8061122","BANF2"
"8061129","MGME1"
"8061136","PTMA"
"8061138","PET117"
"8061154","ZNF133"
"8061167","LINC00851"
"8061171","POLR3F"
"8061186","SEC23B"
"8061211","DTD1"
"8061224","SCP2D1"
"8061227","SLC24A3"
"8061247","RIN2"
"8061262","NAA20"
"8061272","CFAP61"
"8061303","INSM1"
"8061305","KIZ"
"8061324","XRN2"
"8061357","PAX1"
"8061364","RPL41"
"8061366","SSTR4"
"8061368","NXT1"
"8061373","GZF1"
"8061382","CSTL1"
"8061389","CST8"
"8061396","CST13P"
"8061406","SYNDIG1"
"8061416","CST7"
"8061428","ENTPD6"
"8061447","PYGB"
"8061471","GINS1"
"8061483","LOC100134868"
"8061490","FAM182A"
"8061497","FRG1BP"
"8061504","DEFB115"
"8061509","DEFB118"
"8061519","DEFB123"
"8061529","REM1"
"8061539","LINC00028"
"8061542","HM13"
"8061564","ID1"
"8061572","COX4I2"
"8061579","TPX2"
"8061605","MYLK2"
"8061620","TTLL9"
"8061647","XKR7"
"8061653","CCM2L"
"8061668","HCK"
"8061685","TM9SF4"
"8061706","POFUT1"
"8061715","KIF3B"
"8061725","ASXL1"
"8061742","NOL4L-DT"
"8061746","DNMT3B"
"8061772","MAPRE1"
"8061780","BPIFB2"
"8061799","BPIFB6"
"8061815","BPIFB3"
"8061831","BPIFB4"
"8061847","BPIFA2"
"8061859","BPIFA4P"
"8061869","BPIFA3"
"8061883","BPIFA1"
"8061894","BPIFB1"
"8061919","CBFA2T2"
"8061940","C20orf144"
"8061944","ACTL10"
"8061946","ZNF341"
"8061958","CHMP4B"
"8061966","RALY"
"8061982","ASIP"
"8061986","ITCH"
"8062016","DYNLRB1"
"8062023","MAP1LC3A"
"8062034","TP53INP2"
"8062041","ACSS2"
"8062064","MYH7B"
"8062108","PROCR"
"8062119","MT1P3"
"8062123","MMP24"
"8062134","GDF5-AS1"
"8062137","CEP250"
"8062174","ERGIC3"
"8062190","SPAG4"
"8062206","ROMO1"
"8062211","RPF2"
"8062213","PHF20"
"8062237","CNBD2"
"8062251","EPB41L1"
"8062286","AAR2"
"8062293","DLGAP4"
"8062312","MYL9"
"8062319","TGIF2"
"8062326","RAB5IF"
"8062339","TLDC2"
"8062349","RPN2"
"8062371","MANBAL"
"8062377","SRC"
"8062395","NNAT"
"8062404","LOC100287792"
"8062409","CTNNBL1"
"8062427","VSTM2L"
"8062433","RPRD1B"
"8062444","BPI"
"8062461","LBP"
"8062480","SNORA71E"
"8062490","SNORA60"
"8062492","RALGAPB"
"8062527","ADIG"
"8062532","ARHGAP40"
"8062539","SLC32A1"
"8062545","ACTR5"
"8062557","PPP1R16B"
"8062571","FAM83D"
"8062576","DHX35"
"8062601","LOC100128988"
"8062603","TOP1"
"8062623","PLCG1"
"8062658","LPIN3"
"8062695","SRSF6"
"8062705","L3MBTL1"
"8062728","SGK2"
"8062748","IFT52"
"8062766","MYBL2"
"8062782","TOX2"
"8062796","GDAP1L1"
"8062813","R3HDML"
"8062823","HNF4A"
"8062844","TTPAL"
"8062852","PKIG"
"8062864","CCN5"
"8062873","KCNK15"
"8062880","YWHAB"
"8062890","PABPC1L"
"8062908","STK4"
"8062927","PI3"
"8062933","SEMG1"
"8062944","SEMG2"
"8062948","RBPJL"
"8062964","SYS1"
"8062971","DBNDD2"
"8062981","PIGT"
"8063000","WFDC2"
"8063011","WFDC10A"
"8063014","WFDC13"
"8063019","SPINT4"
"8063028","DNTTIP1"
"8063043","UBE2C"
"8063057","SNX21"
"8063071","ZSWIM3"
"8063074","ZSWIM1"
"8063078","CTSA"
"8063097","PCIF1"
"8063115","MMP9"
"8063129","SLC12A5"
"8063156","CD40"
"8063177","SLC2A10"
"8063187","EYA2"
"8063209","LOC100131496"
"8063211","NCOA3"
"8063242","ARFGEF2"
"8063283","CSE1L"
"8063315","DDX27"
"8063337","ZFAS1"
"8063345","SNORD12C"
"8063351","SLC9A8"
"8063369","RNF114"
"8063382","SNAI1"
"8063386","CEBPB"
"8063389","LINC01270"
"8063394","PTPN1"
"8063410","PARD6B"
"8063417","BCAS4"
"8063427","MOCS3"
"8063437","TSHZ2"
"8063444","TSHZ2"
"8063449","ZNF217-AS1"
"8063453","PFDN4"
"8063458","DOK5"
"8063473","RPL12"
"8063476","MC3R"
"8063478","FAM210B"
"8063484","CSTF1"
"8063497","CASS4"
"8063509","RTF2"
"8063526","FAM209A"
"8063531","FAM209B"
"8063536","TFAP2C"
"8063551","SPO11"
"8063566","RAE1"
"8063583","RBM38"
"8063590","PCK1"
"8063601","CIMIP1"
"8063607","RAB22A"
"8063620","VAPB"
"8063634","LINC01711"
"8063636","STX16"
"8063650","NPEPL1"
"8063668","GNAS"
"8063697","NELFCD"
"8063716","TUBB1"
"8063723","ZNF831"
"8063729","EDN3"
"8063739","PHACTR3"
"8063755","FAM217B"
"8063761","CDH26"
"8063785","LINC02910"
"8063793","MIR646HG"
"8063796","CDH4"
"8063814","LSM14B"
"8063835","LSM14B"
"8063839","SS18L1"
"8063857","MTG2"
"8063869","LOC105369209"
"8063873","OSBPL2"
"8063893","ADRM1"
"8063903","RPS21"
"8063914","MIR1-1HG"
"8063921","MIR1-1"
"8063923","SLCO4A1"
"8063942","NTSR1"
"8063949","MRGBP"
"8063955","OGFR"
"8063970","COL9A3"
"8064003","DPH3P1"
"8064007","GID8"
"8064014","SLC17A9"
"8064029","MIR124-3"
"8064031","BIRC7"
"8064042","ARFGAP1"
"8064059","COL20A1"
"8064100","PPDPF"
"8064108","FNDC11"
"8064111","RTEL1"
"8064156","ZGPAT"
"8064168","LIME1"
"8064175","SLC2A4RG"
"8064191","TPD52L2"
"8064203","ABHD16B"
"8064208","DNAJC5"
"8064218","PRPF6"
"8064242","C20orf204"
"8064245","TCEA2"
"8064261","OPRL1"
"8064277","MYT1"
"8064302","PCMTD2"
"8064319","DEFB128"
"8064322","C20orf96"
"8064336","TBC1D20"
"8064351","CSNK2A1"
"8064370","TCF15"
"8064375","SRXN1"
"8064384","SCRT2"
"8064388","SLC52A3"
"8064396","ANGPT4"
"8064407","RSPO4"
"8064415","TMEM74B"
"8064418","SDCBP2"
"8064432","FKBP1A"
"8064438","NSFL1C"
"8064451","SIRPB2"
"8064464","SIRPD"
"8064471","SIRPB1"
"8064485","SIRPG"
"8064495","PDYN"
"8064502","SNRPB"
"8064514","ZNF343"
"8064522","IDH3B"
"8064539","CPXM1"
"8064557","PCED1A"
"8064575","AVP"
"8064581","UBOX5"
"8064591","LZTS3"
"8064601","DDRGK1"
"8064613","SLC4A11"
"8064637","DNAAF9"
"8064676","GFRA4"
"8064686","ADAM33"
"8064716","SIGLEC1"
"8064739","ADISSP"
"8064751","SPEF1"
"8064762","CENPB"
"8064766","RNF24"
"8064779","ADRA1D"
"8064787","PRNT"
"8064790","RASSF2"
"8064808","SLC23A2"
"8064833","TMEM230"
"8064844","PCNA"
"8064859","PROKR2"
"8064866","LINC00654"
"8064868","GPCPD1"
"8064879","TRMT6"
"8064894","LRRN4"
"8064904","FERMT1"
"8064928","HAO1"
"8064939","TMX4"
"8064952","PAK5"
"8064967","MKKS"
"8064976","DNAJC9"
"8064978","JAG1"
"8065013","LINC00687"
"8065018","TASP1"
"8065032","ESF1"
"8065045","SEL1L2"
"8065071","FLRT3"
"8065084","LOC613266"
"8065089","KIF16B"
"8065124","BFSP1"
"8065136","RRBP1"
"8065165","SNX5"
"8065185","OVOL2"
"8065202","DZANK1"
"8065230","RBBP9"
"8065248","SLC24A3-AS1"
"8065256","CRNKL1"
"8065280","RALGAPA2"
"8065327","NKX2-4"
"8065334","NKX2-2"
"8065339","LOC284788"
"8065344","FOXA2"
"8065353","THBD"
"8065359","CD93"
"8065363","LINC00656"
"8065372","NAPB"
"8065388","CST11"
"8065396","CST9L"
"8065400","CST9"
"8065403","CST3"
"8065410","CST4"
"8065412","CST1"
"8065416","CST2"
"8065421","CST5"
"8065427","GGTLC1"
"8065433","APMAP"
"8065444","ACSS1"
"8065460","VSX1"
"8065469","ABHD12"
"8065485","NINL"
"8065510","NANP"
"8065517","ZNF337"
"8065527","FAM182A"
"8065537","LOC100134868"
"8065541","NCOR1P1"
"8065547","LINC01597"
"8065552","DEFB116"
"8065555","DEFB119"
"8065563","DEFB121"
"8065566","DEFB124"
"8065569","BCL2L1"
"8065576","FOXS1"
"8065580","DUSP15"
"8065596","PDRG1"
"8065603","TSPY26P"
"8065607","PLAGL2"
"8065612","NOL4L"
"8065630","C20orf203"
"8065637","COMMD7"
"8065652","SUN5"
"8065668","CDK5RAP1"
"8065683","SNTA1"
"8065693","NECAB3"
"8065710","E2F1"
"8065719","PXMP4"
"8065730","EIF2S2"
"8065738","AHCY"
"8065762","PIGU"
"8065776","NCOA6"
"8065795","HMGB3P1"
"8065798","GGT7"
"8065817","GSS"
"8065832","TRPC4AP"
"8065855","EDEM2"
"8065868","EIF6"
"8065880","FAM83C"
"8065889","UQCC1"
"8065905","GDF5"
"8065911","C20orf173"
"8065920","FER1L4"
"8065948","FER1L4"
"8065963","RBM12"
"8065992","NFS1"
"8066009","RBM39"
"8066031","SCAND1"
"8066038","SLA2"
"8066051","NDRG3"
"8066074","DSN1"
"8066091","MTCL2"
"8066117","SAMHD1"
"8066136","RBL1"
"8066161","MROH8"
"8066189","GHRH"
"8066195","BLCAP"
"8066200","TTI1"
"8066214","TGM2"
"8066231","KIAA1755"
"8066247","SNHG17"
"8066256","SNORA71B"
"8066258","SNORA71A"
"8066260","SNORA71C"
"8066262","SNORA71D"
"8066266","MAFB"
"8066279","ZHX3"
"8066294","EMILIN3"
"8066303","CHD6"
"8066347","PTPRT"
"8066384","GTSF1L"
"8066393","JPH2"
"8066402","OSER1"
"8066407","FITM2"
"8066411","LINC01620"
"8066417","SERINC3"
"8066431","ADA"
"8066444","LINC01260"
"8066451","RIMS4"
"8066461","TOMM34"
"8066475","KCNS1"
"8066482","WFDC5"
"8066489","WFDC12"
"8066493","SLPI"
"8066498","MATN4"
"8066513","SDC4"
"8066521","TP53TG5"
"8066530","SPINT3"
"8066536","EPPIN-WFDC6"
"8066542","EPPIN-WFDC6"
"8066549","WFDC8"
"8066559","WFDC9"
"8066569","WFDC11"
"8066574","WFDC10B"
"8066579","WFDC3"
"8066590","TNNC2"
"8066598","ACOT8"
"8066609","SPATA25"
"8066612","NEURL2"
"8066619","PLTP"
"8066641","ZNF335"
"8066668","NCOA5"
"8066683","CDH22"
"8066697","SLC35H1"
"8066716","ELMO2"
"8066739","ZNF663P"
"8066745","ZNF334"
"8066754","OCSTAMP"
"8066757","SLC13A3"
"8066776","TP53RK"
"8066786","ZMYND8"
"8066822","SULF2"
"8066848","PREX1"
"8066889","STAU1"
"8066905","ZNFX1"
"8066921","KCNB1"
"8066925","PTGIS"
"8066939","B4GALT5"
"8066953","SPATA2"
"8066964","UBE2V1"
"8066985","RIPOR3"
"8067007","TMSB4XP6"
"8067011","ADNP"
"8067017","DPM1"
"8067029","KCNG1"
"8067033","KCNG1"
"8067040","NFATC2"
"8067055","ATP9A"
"8067087","SALL4"
"8067094","ZFP64"
"8067113","ZNF217"
"8067121","SUMO1P1"
"8067125","BCAS1"
"8067140","CYP24A1"
"8067157","CBLN4"
"8067167","AURKA"
"8067178","GCNT7"
"8067185","BMP7"
"8067203","RBM38-AS1"
"8067206","CTCFL"
"8067208","CTCFL"
"8067221","ZBP1"
"8067233","PMEPA1"
"8067242","ANKRD60"
"8067248","PPP4R1L"
"8067270","APCDD1L"
"8067277","MIR296"
"8067279","CTSZ"
"8067288","ATP5F1E"
"8067295","PRELID3B"
"8067305","SYCP2"
"8067351","PPP1R3D"
"8067358","CDH4-AS2"
"8067361","TAF4"
"8067380","LSM14B"
"8067382","PSMA7"
"8067394","HRH3"
"8067409","LAMA5"
"8067495","CABLES2"
"8067506","RBBP8NL"
"8067521","GATA5"
"8067530","CRMA"
"8067546","SLCO4A1-AS1"
"8067554","TCFL5"
"8067563","DIDO1"
"8067585","BHLHE23"
"8067588","LINC00029"
"8067593","YTHDF1"
"8067602","NKAIN4"
"8067610","CHRNA4"
"8067626","KCNQ2"
"8067652","EEF1A2"
"8067662","PTK6"
"8067671","SRMS"
"8067680","HELZ2"
"8067709","GMEB2"
"8067722","STMN3"
"8067727","ARFRP1"
"8067743","ZBTB46"
"8067754","C20orf181"
"8067756","UCKL1"
"8067773","ZNF512B"
"8067792","SAMD10"
"8067798","SOX18"
"8067802","RGS19"
"8067812","LKAAEAR1"
"8067818","NPBWR2"
"8067820","IQSEC3"
"8067822","IGHV1OR21-1"
"8067825","ANKRD30BP2"
"8067836","LINC00314"
"8067839","FGF7"
"8067844","POTEG"
"8067862","NF1"
"8067869","RBM11"
"8067877","ABCC13"
"8067903","USP25"
"8067932","MIR99AHG"
"8067942","MIR99A"
"8067944","MIRLET7C"
"8067946","MIR125B2"
"8067955","CXADR"
"8067969","CHODL"
"8067978","PPIAL4G"
"8067985","NCAM2"
"8068006","LINC00308"
"8068022","MIR155HG"
"8068024","JAM2"
"8068039","GABPA"
"8068052","LINC00314"
"8068057","LINC00161"
"8068062","USP16"
"8068083","MAP3K7CL"
"8068100","LINC00189"
"8068105","BACH1"
"8068120","GRIK1-AS2"
"8068126","GRIK1-AS1"
"8068130","KRTAP13-1"
"8068136","KRTAP13-4"
"8068139","KRTAP15-1"
"8068145","KRTAP6-3"
"8068151","KRTAP22-1"
"8068154","KRTAP20-1"
"8068157","KRTAP20-4"
"8068161","KRTAP20-2"
"8068164","KRTAP20-3"
"8068168","SOD1"
"8068180","HUNK"
"8068192","MRAP"
"8068200","URB1-AS1"
"8068202","EVA1C"
"8068220","EPCIP-AS1"
"8068231","OLIG2"
"8068235","OLIG1"
"8068238","IFNAR2"
"8068254","IL10RB"
"8068266","IFNAR1"
"8068280","IFNGR2"
"8068289","SON"
"8068305","ITSN1"
"8068350","LINC00649"
"8068353","SLC5A3"
"8068361","SLC5A3"
"8068363","LINC00310"
"8068369","KCNE2"
"8068375","LOC102723553"
"8068383","CLIC6"
"8068401","CBR1"
"8068410","MEMO1"
"8068413","CBR3"
"8068422","DOP1B"
"8068460","MORC3"
"8068478","CHAF1B"
